mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,std dev,std dev,std dev,std dev,std dev,std dev,std dev,std dev,std dev,std dev,std dev,std dev,skewness,skewness,skewness,skewness,skewness,skewness,skewness,skewness,skewness,skewness,skewness,skewness,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,class-ID
5.32E-06,-1.63E-05,0.00014209,2.65E-06,5.10E-06,-8.02E-05,0.013033,0.01305,0.012908,-0.036844,-0.036849,-0.036769,0.0014578,0.00091895,0.0024991,0.0013958,0.0008777,0.0017838,2.1388,2.1387,2.1384,2.1316,2.1316,2.1314,-0.0060634,-0.57434,0.5947,-0.0045228,0.14384,-0.44536,0.00062702,0.00064124,0.00076031,-0.00075398,-0.0007567,-0.00074876,-0.85423,8.2354,5.5088,-0.77542,10.816,6.6321,-1.4997,-1.4997,-1.4994,-1.5011,-1.5011,-1.5009,5
-4.41E-06,4.68E-05,-0.00049426,8.48E-06,1.38E-05,-0.00020015,0.007011,0.0069642,0.0074585,-0.011692,-0.011706,-0.011505,0.0029113,0.0017802,0.0065519,0.0028899,0.001526,0.0085269,2.2357,2.2356,2.2349,2.2389,2.2389,2.2383,-0.020422,-0.13644,-1.7677,-0.026045,0.0047748,-1.2859,-0.0080538,-0.0080574,-0.0085394,0.0069653,0.0069615,0.0073793,-0.51023,2.1671,12.265,-0.55585,0.17298,10.418,-1.5066,-1.5066,-1.5065,-1.4978,-1.4978,-1.4975,5
-3.56E-06,8.06E-05,0.00023061,-4.23E-06,1.96E-05,-0.00012571,0.0048024,0.0047219,0.0044913,-0.026935,-0.026954,-0.026829,0.0022726,0.001361,0.0057659,0.0022753,0.0013274,0.002908,1.4142,1.4142,1.4137,1.4195,1.4195,1.4192,-0.033212,0.1944,-0.90552,-0.010728,0.24396,-0.45058,-0.0057355,-0.0058736,-0.0049594,0.0015439,0.0014937,0.0015025,-0.68969,2.2691,10.415,-0.65491,4.5859,4.7568,-1.5088,-1.5088,-1.508,-1.4966,-1.4965,-1.4963,5
-8.12E-06,6.46E-07,-0.00017305,7.47E-08,1.37E-06,-0.00035579,0.010298,0.010297,0.01047,-0.037348,-0.03735,-0.036994,0.0023196,0.001389,0.0041036,0.002289,0.0013201,0.0037602,1.4301,1.4301,1.4294,1.4351,1.4351,1.4344,0.00080215,-0.0029711,0.12277,0.00065183,-0.0039086,-0.57182,0.0071709,0.0071711,0.0072012,-0.017821,-0.017816,-0.017441,-0.71091,3.1717,11.65,-0.7552,2.2961,3.1632,-1.5024,-1.5024,-1.5022,-1.4916,-1.4916,-1.4912,5
5.29E-06,9.50E-06,-0.00041583,9.66E-08,2.61E-05,-0.00037731,0.0079056,0.0078961,0.008312,-0.032233,-0.032259,-0.031882,0.0022783,0.0011927,0.0046949,0.0022952,0.0011757,0.0048395,1.4177,1.4176,1.4164,1.4166,1.4166,1.4159,-0.024498,-0.17798,-2.91,-0.012978,0.13246,-0.22198,0.0064245,0.0064233,0.0072699,0.00086005,0.00084319,0.0010978,-0.71512,0.59765,14.131,-0.6831,0.6696,3.5776,-1.5055,-1.5055,-1.5058,-1.4976,-1.4975,-1.4975,5
-4.56E-07,-1.23E-06,-3.76E-06,-2.06E-06,1.26E-06,-1.64E-05,0.026937,0.026939,0.026942,-0.020407,-0.020408,-0.020391,0.00082357,0.00027612,0.00061398,0.0008067,0.00034065,0.00071128,1.8086,1.8086,1.8086,1.8064,1.8064,1.8064,0.0023875,-0.12264,0.39514,-0.00053156,0.76765,0.64657,-0.0019159,-0.0019147,-0.0018994,-0.0018329,-0.0018304,-0.0018277,-0.49411,4.076,13.17,-0.48193,36.841,16.907,-1.4987,-1.4987,-1.4987,-1.499,-1.4989,-1.4989,5
1.13E-06,-1.24E-05,-0.00028245,7.58E-07,1.36E-05,1.62E-05,0.0012498,0.0012622,0.0015447,-0.026002,-0.026015,-0.026031,0.0022989,0.0012256,0.0050099,0.0022819,0.0011378,0.0024941,1.4091,1.4091,1.4088,1.4158,1.4157,1.4153,-0.016175,-0.11318,0.53419,-0.020311,0.11017,0.55403,-0.0051959,-0.005127,-0.0047085,0.0014449,0.0014308,0.0017647,-0.70392,0.94071,6.2448,-0.67686,0.10006,5.6843,-1.5084,-1.5084,-1.5078,-1.4979,-1.4979,-1.4978,5
3.08E-06,2.29E-05,-7.78E-05,4.40E-06,4.97E-05,0.00018622,0.013005,0.012982,0.013059,-0.015182,-0.015232,-0.015418,0.0022522,0.0011152,0.0032832,0.0022109,0.0011888,0.0027321,1.3498,1.3498,1.349,1.3489,1.3488,1.3483,-0.013151,0.025289,-0.23558,-0.027941,0.22923,0.035386,-0.0065875,-0.0066015,-0.0067264,0.0091233,0.009066,0.0088829,-0.69074,-0.2077,2.5935,-0.71205,0.46112,3.5135,-1.5008,-1.5008,-1.5008,-1.4969,-1.4969,-1.4967,5
3.56E-07,-2.29E-05,-1.62E-05,-4.83E-06,2.30E-06,3.42E-05,0.021282,0.021305,0.021322,-0.031879,-0.031881,-0.031915,0.00077984,0.00036758,0.00053804,0.00076879,0.00021324,0.00072759,0.95601,0.95599,0.95597,0.95734,0.95734,0.95731,-0.0063818,-3.1208,0.068497,0.016154,0.54195,1.56,-0.0026402,-0.0025842,-0.0025638,0.00070273,0.00069361,0.00068705,-0.67683,58.806,5.8171,-0.64483,4.9113,34.298,-1.5001,-1.5001,-1.5002,-1.4944,-1.4944,-1.4944,5
-8.16E-06,3.30E-05,0.00028194,3.05E-06,2.19E-05,8.99E-05,0.0089932,0.0089602,0.0086782,-0.032707,-0.032729,-0.032819,0.0022758,0.0012493,0.0037644,0.002303,0.0012797,0.0022378,1.4171,1.4171,1.4166,1.4219,1.4219,1.4214,-0.012298,0.036435,0.46104,-0.0083844,0.5514,0.012988,-0.001835,-0.0018889,-0.0021881,0.00089162,0.00087654,0.00087128,-0.70382,0.49055,6.3051,-0.6731,4.4893,1.9633,-1.5069,-1.5069,-1.5069,-1.4988,-1.4988,-1.4987,5
-8.75E-07,-3.64E-06,4.61E-06,-4.31E-06,-3.93E-06,-2.01E-05,0.022424,0.022428,0.022423,-0.018764,-0.01876,-0.01874,0.00082291,0.00030071,0.00066261,0.00080977,0.00027044,0.00068285,1.8122,1.8122,1.8121,1.8091,1.8091,1.8091,0.0022546,-0.26519,0.42046,0.0029252,-0.13673,-0.30098,-0.0014841,-0.0014774,-0.0015022,-0.0023774,-0.0023691,-0.0023553,-0.51653,7.3497,8.3467,-0.47505,1.4156,15.619,-1.4975,-1.4975,-1.4975,-1.4979,-1.4979,-1.4979,5
-4.53E-06,-1.61E-05,8.69E-05,-1.34E-05,2.01E-05,0.00029736,0.0080023,0.0080184,0.0079315,-0.037672,-0.037692,-0.037989,0.0023125,0.0012973,0.0035521,0.0022766,0.0011798,0.0028054,1.429,1.4289,1.4282,1.4346,1.4346,1.4342,0.0029828,-0.073074,-0.85621,-0.0031284,0.0041482,0.57149,0.0069629,0.0070299,0.0070742,-0.012792,-0.012788,-0.013016,-0.67242,1.5039,7.7224,-0.71503,0.40076,4.8549,-1.5026,-1.5027,-1.5023,-1.4917,-1.4917,-1.4915,5
-2.11E-06,-3.02E-06,2.74E-05,-1.79E-06,-2.71E-06,2.86E-05,0.031057,0.03106,0.031033,-0.023737,-0.023734,-0.023763,0.00082049,0.00028724,0.00055136,0.0008042,0.00029329,0.00048163,1.8079,1.8079,1.8079,1.8108,1.8108,1.8108,0.0050037,-0.26806,0.8887,0.0076001,-0.048604,0.65493,-0.005925,-0.0059212,-0.0059391,0.0025684,0.0025666,0.0025456,-0.48956,6.3793,8.5562,-0.45787,4.772,8.3149,-1.4962,-1.4962,-1.4962,-1.4975,-1.4975,-1.4975,5
-5.99E-06,-1.49E-05,6.66E-05,3.33E-05,-0.00011457,0.00025004,0.0038727,0.0038876,0.003821,-0.021328,-0.021213,-0.021463,0.0029109,0.0022758,0.0041918,0.0028985,0.0022765,0.0073937,2.2689,2.2687,2.2683,2.2557,2.2553,2.2542,-0.0028227,-0.25342,-0.13549,-0.018881,-2.0824,0.10456,-0.0090119,-0.0089349,-0.0092308,-0.0041487,-0.0039535,-0.0028431,-0.55608,7.7966,13.059,-0.54583,14.606,8.2816,-1.4981,-1.4982,-1.4983,-1.4995,-1.4996,-1.4997,5
-1.47E-05,-1.48E-05,-8.58E-05,-3.37E-06,6.79E-08,-6.14E-05,0.011829,0.011843,0.011929,-0.036907,-0.036907,-0.036845,0.0014736,0.0010209,0.0035668,0.0013912,0.0010769,0.0016653,2.1395,2.1394,2.1391,2.1372,2.1371,2.137,0.014543,-0.42079,-0.124,0.0045158,-0.27459,0.42363,0.0018701,0.001899,0.0018614,-0.0016945,-0.0016905,-0.0016861,-0.84832,12.588,9.2547,-0.77906,18.519,9.3405,-1.4998,-1.4998,-1.4996,-1.5007,-1.5007,-1.5006,5
-6.44E-07,2.59E-05,5.04E-06,1.88E-05,6.22E-05,0.00019456,0.0082588,0.0082329,0.0082279,-0.025913,-0.025975,-0.02617,0.0025814,0.0016983,0.0033942,0.0026634,0.0015773,0.0040068,1.8829,1.8827,1.8822,1.8769,1.8768,1.8762,-0.00063641,0.37691,-0.24859,0.0021347,0.24977,-0.27215,-0.012073,-0.012078,-0.011642,-0.0067489,-0.0068282,-0.0069787,-0.65524,6.5384,3.5084,-0.55082,2.7064,7.9139,-1.4973,-1.4974,-1.4974,-1.5027,-1.5028,-1.5026,5
-2.73E-07,-3.68E-07,-3.57E-05,-5.89E-06,-4.28E-06,-8.05E-07,0.013494,0.013495,0.01353,-0.039085,-0.039081,-0.03908,0.00079943,0.00024317,0.0011541,0.00078996,0.00029462,0.0004917,1.4538,1.4538,1.4538,1.4543,1.4543,1.4542,0.0062619,0.17823,-1.1322,0.013206,-0.32766,0.13798,-0.00025875,-0.00025819,-0.00017017,-0.0012176,-0.0012136,-0.0012291,-0.58609,3.2423,55.461,-0.55582,30.054,5.768,-1.4981,-1.4981,-1.4981,-1.4984,-1.4984,-1.4984,5
-1.20E-05,6.17E-05,7.02E-05,1.13E-05,-2.84E-05,-0.00014084,0.008516,0.0084543,0.0083841,-0.022613,-0.022584,-0.022443,0.0029145,0.0018341,0.0050435,0.0028604,0.0016571,0.0041524,2.2518,2.2516,2.2509,2.2463,2.2462,2.2452,-0.0034474,0.4041,-0.097809,-0.017325,-0.22338,0.067527,-0.0087205,-0.0087783,-0.0088084,0.0055143,0.0055257,0.0051273,-0.56035,2.2763,3.3808,-0.50298,1.2643,6.3727,-1.5001,-1.5001,-1.4998,-1.4981,-1.4981,-1.498,5
-8.85E-07,1.42E-05,-2.76E-06,-2.68E-06,-4.91E-05,0.00090403,0.016929,0.016915,0.016918,-0.036844,-0.036795,-0.037699,0.00079667,0.00037286,0.0011807,0.00079699,0.001314,0.0087256,1.4594,1.4594,1.4594,1.4582,1.4583,1.4597,0.0033086,2.5839,-1.7983,-0.0016208,-5.0169,6.0001,-0.0021774,-0.0021888,-0.002191,-0.0039102,-0.0037879,-0.0055914,-0.54611,22.871,16.557,-0.56475,73.106,46.296,-1.4971,-1.497,-1.4969,-1.4973,-1.4971,-1.4953,5
-4.31E-06,-4.80E-06,-4.03E-06,-3.89E-06,2.85E-06,1.00E-05,0.013875,0.01388,0.013884,-0.034454,-0.034457,-0.034467,0.00080088,0.00024047,0.00052199,0.00079012,0.00024999,0.00056424,1.4554,1.4554,1.4554,1.4523,1.4523,1.4523,0.0069821,0.14945,-0.55318,0.0078795,0.025396,0.54848,-0.0064454,-0.0064427,-0.0064404,-0.0019065,-0.0019086,-0.0019291,-0.58076,3.3693,20.947,-0.54135,2.4658,11.66,-1.4998,-1.4998,-1.4998,-1.4955,-1.4955,-1.4956,5
9.50E-06,0.00010488,-0.00015978,-3.15E-06,6.40E-05,-6.69E-06,0.0081855,0.0080807,0.0082404,-0.033246,-0.03331,-0.033303,0.0022794,0.0014365,0.0025953,0.0022885,0.0012271,0.0030108,1.4236,1.4235,1.423,1.4249,1.4248,1.4244,-0.0099457,0.51915,-0.2001,-0.0091596,0.32111,-0.17204,0.010325,0.010203,0.010148,0.0041894,0.0040903,0.0042571,-0.6884,2.6686,1.4988,-0.67881,0.62462,2.7287,-1.4998,-1.4998,-1.4995,-1.5011,-1.5013,-1.501,5
2.67E-06,6.57E-05,5.29E-05,-5.29E-07,1.99E-05,-4.41E-05,0.0096938,0.0096281,0.0095752,-0.034908,-0.034928,-0.034884,0.0014466,0.00099782,0.0022535,0.001417,0.001182,0.0022076,2.1433,2.1432,2.1429,2.1387,2.1386,2.1385,0.0095294,1.3399,-0.22763,0.0035069,0.92796,-0.48636,0.002485,0.002407,0.0025536,-0.0014066,-0.0014206,-0.0013607,-0.77756,15.127,4.4702,-0.83069,27.515,6.4583,-1.4994,-1.4994,-1.4994,-1.4994,-1.4994,-1.4994,5
-3.39E-06,-4.13E-06,1.46E-05,-3.21E-06,1.22E-06,2.57E-05,0.018331,0.018335,0.01832,-0.026371,-0.026372,-0.026398,0.00078305,0.00025811,0.00058763,0.00076938,0.00021973,0.00058162,0.96135,0.96135,0.96132,0.96298,0.96298,0.96296,0.012134,0.058882,0.41179,0.0057114,0.17892,0.11305,-0.00070261,-0.00069594,-0.00068845,-0.0023876,-0.0023901,-0.0024262,-0.66284,4.6183,7.1274,-0.66259,2.8087,4.855,-1.4963,-1.4963,-1.4963,-1.4955,-1.4955,-1.4955,5
1.36E-05,0.00010136,0.00026656,1.06E-05,3.69E-05,0.0002621,0.01333,0.013229,0.012962,-0.010574,-0.010611,-0.010873,0.0022816,0.0014421,0.0045006,0.0022123,0.0012096,0.0042425,1.3391,1.3389,1.3379,1.3449,1.3448,1.3438,-0.034522,1.5773,0.17565,-0.013456,0.62028,2.713,-0.0078981,-0.0080638,-0.007985,0.0077586,0.0077579,0.0071553,-0.69141,8.5558,5.7771,-0.68842,5.4512,16.604,-1.5021,-1.5023,-1.5024,-1.4935,-1.4935,-1.4938,5
-1.39E-06,1.26E-05,7.01E-05,-4.08E-06,1.26E-05,2.64E-05,0.017976,0.017964,0.017894,-0.028941,-0.028954,-0.02898,0.0011564,0.00068905,0.0015597,0.0010996,0.00067646,0.0016927,1.1659,1.1658,1.1657,1.1661,1.166,1.1659,-0.0055142,0.73973,0.34767,-0.0051234,0.7764,0.51395,0.0070493,0.0070177,0.0069438,-0.0046503,-0.0046749,-0.004744,-0.75109,16.738,21.465,-0.67498,17.488,12.47,-1.5002,-1.5003,-1.5002,-1.4972,-1.4972,-1.4972,5
1.46E-05,1.24E-05,-9.85E-05,1.22E-05,3.64E-05,-0.00077627,0.017822,0.017809,0.017908,-0.011082,-0.011118,-0.010342,0.002907,0.0018156,0.0037254,0.0029032,0.0018606,0.011956,2.2477,2.2477,2.2473,2.2416,2.2415,2.2391,-0.030728,-0.38733,-0.83684,0.00017969,0.46638,-0.82481,0.013627,0.013621,0.013267,0.0037909,0.0037691,0.0037928,-0.5711,3.2244,6.8579,-0.56295,5.4694,8.7083,-1.496,-1.496,-1.4956,-1.5033,-1.5033,-1.5034,5
3.10E-06,4.69E-05,0.00016771,-8.53E-06,4.19E-05,-2.37E-05,0.012359,0.012312,0.012145,-0.017793,-0.017835,-0.017811,0.0022288,0.0011587,0.0023909,0.0022404,0.0011457,0.0023635,1.3451,1.3451,1.3447,1.3519,1.3518,1.3514,-0.0079764,0.1371,1.1295,-0.0073163,0.14768,0.18831,-0.0077576,-0.0078129,-0.0077214,0.0055649,0.005526,0.0054284,-0.69127,0.6573,8.1766,-0.68895,0.43964,4.8288,-1.5058,-1.5058,-1.5056,-1.4988,-1.4989,-1.4986,5
-8.10E-06,-1.44E-05,-0.00015036,-2.74E-06,-1.96E-05,0.00010405,0.011289,0.011303,0.011454,-0.040519,-0.0405,-0.040604,0.0014058,0.0008552,0.0024435,0.0013983,0.00087991,0.0030858,2.1472,2.1472,2.147,2.1449,2.1449,2.1444,0.0081079,-0.13053,-1.4827,0.012624,-0.57335,0.66997,0.0013737,0.0013774,0.0015301,-0.00059462,-0.00056695,-0.00093535,-0.78197,13.937,19.962,-0.80297,8.9131,10.338,-1.5024,-1.5024,-1.5023,-1.4996,-1.4996,-1.4997,5
-9.34E-06,3.09E-05,6.86E-05,8.66E-06,3.89E-05,-2.39E-05,0.0031181,0.0030873,0.0030187,-0.0077752,-0.0078141,-0.0077902,0.0029484,0.0017151,0.0030666,0.0028814,0.0017052,0.0042041,2.2436,2.2435,2.243,2.2505,2.2504,2.2502,-0.016463,-0.058032,0.099551,-0.012255,0.0092142,-0.5625,-0.0084846,-0.0084912,-0.0087159,0.0099428,0.0099251,0.010074,-0.51816,2.4115,4.1296,-0.55274,0.94809,4.6945,-1.5043,-1.5043,-1.5042,-1.4949,-1.4949,-1.4946,5
-1.93E-06,3.52E-06,-7.20E-06,-3.28E-06,2.75E-06,8.63E-06,0.018468,0.018465,0.018472,-0.026259,-0.026261,-0.02627,0.00077904,0.00026143,0.00055733,0.00077361,0.00024437,0.00051579,0.97053,0.97053,0.97053,0.97223,0.97223,0.97222,-0.0014557,0.41121,0.12168,0.010224,0.1992,0.65988,0.0024465,0.0024471,0.0024162,-0.0030408,-0.0030506,-0.0030405,-0.65817,8.8393,4.1765,-0.6307,6.2429,5.1397,-1.4994,-1.4994,-1.4993,-1.4973,-1.4973,-1.4973,5
5.29E-06,-3.51E-05,-0.0004261,3.65E-07,-5.92E-05,-0.00012362,0.0025321,0.0025672,0.0029933,-0.023654,-0.023595,-0.023471,0.002599,0.0014104,0.0061738,0.0026471,0.0017327,0.0047211,1.884,1.8839,1.883,1.8796,1.8794,1.879,0.0021079,-0.057741,-0.54294,-0.021149,-0.39937,-0.50477,-0.0072707,-0.0072251,-0.0067318,-1.57E-06,9.74E-05,0.00034006,-0.62874,0.76226,5.5352,-0.63167,3.1899,4.8906,-1.5012,-1.5012,-1.5007,-1.4988,-1.4989,-1.4984,5
1.47E-06,2.14E-05,3.22E-05,9.67E-06,2.69E-05,9.50E-06,0.013706,0.013684,0.013652,-0.014851,-0.014878,-0.014887,0.0022676,0.0011406,0.0036441,0.0022343,0.0012997,0.0029733,1.3477,1.3476,1.3468,1.3504,1.3503,1.3498,-0.012149,0.077861,-0.46925,-0.026567,0.24272,-0.38749,-0.0062567,-0.0062984,-0.0063556,0.014175,0.01413,0.014506,-0.64438,-0.0013511,3.8256,-0.72255,2.0453,4.8583,-1.5037,-1.5037,-1.5036,-1.4911,-1.4912,-1.491,5
-1.12E-06,-1.39E-05,-0.00010412,2.05E-05,1.34E-05,-0.00018948,0.008794,0.0088079,0.008912,-0.024263,-0.024277,-0.024087,0.0029005,0.0017298,0.003559,0.0028915,0.0015961,0.0048588,2.263,2.2629,2.2623,2.2528,2.2527,2.252,-0.0045362,0.020564,-0.30178,-0.015033,-0.080377,0.20413,-0.010163,-0.010096,-0.010012,-0.0025268,-0.0024955,-0.0025161,-0.54857,4.2187,4.3843,-0.56162,0.27549,5.9501,-1.4965,-1.4965,-1.4964,-1.503,-1.503,-1.5028,5
-2.79E-06,1.93E-06,-2.16E-05,-2.66E-06,0.00015461,-8.50E-05,0.015449,0.015447,0.015469,-0.037912,-0.038067,-0.037982,0.00079961,0.00032926,0.00085013,0.00079603,0.0017737,0.0064631,1.4547,1.4547,1.4546,1.4532,1.4534,1.454,0.005548,0.36834,-0.20595,0.0038043,9.8765,0.86076,0.00029219,0.00030215,0.00036518,-0.0014593,-0.0017667,-0.001842,-0.54917,13.021,9.4124,-0.5843,119.46,40.245,-1.4985,-1.4985,-1.4985,-1.4961,-1.4958,-1.4948,5
7.64E-06,4.14E-05,-4.31E-05,-1.42E-05,2.49E-05,0.0001303,0.015576,0.015534,0.015577,-0.020034,-0.020059,-0.02019,0.0022533,0.0011877,0.002388,0.0022398,0.0011349,0.003398,1.3434,1.3433,1.3429,1.3491,1.349,1.3484,-0.021235,0.25941,0.031246,-0.0019462,0.038057,-0.039206,-0.0070909,-0.0071757,-0.0074739,0.0063002,0.0062607,0.0061085,-0.69876,0.64297,2.7155,-0.73695,0.48338,4.3377,-1.5061,-1.5062,-1.5059,-1.4953,-1.4954,-1.4948,5
1.50E-05,-1.30E-06,9.97E-05,3.57E-06,2.40E-05,-0.0001892,0.0040833,0.0040846,0.003985,-0.018593,-0.018617,-0.018428,0.0026148,0.0015977,0.0050898,0.0026436,0.0014905,0.0052417,1.8922,1.8921,1.8915,1.8873,1.8872,1.8864,-0.00038191,0.26575,0.44364,-0.025093,0.19183,-0.59358,-0.0076801,-0.0076562,-0.0076978,0.0030843,0.00305,0.0025857,-0.64438,2.069,8.9742,-0.63292,1.439,5.3709,-1.5003,-1.5003,-1.5001,-1.4975,-1.4975,-1.4969,5
-1.17E-06,1.38E-05,3.95E-05,-4.84E-06,1.54E-05,0.00013346,0.021865,0.021851,0.021812,-0.019856,-0.019871,-0.020005,0.0012669,0.00059251,0.0012406,0.0012172,0.00059305,0.0028144,1.6079,1.6079,1.6078,1.6067,1.6066,1.6063,0.0033074,0.13022,0.62216,-0.0016993,0.66794,1.4503,0.00037075,0.00037166,0.00037907,-0.00052214,-0.00054053,-0.00063602,-0.79974,1.2098,6.8679,-0.71871,9.3115,19.182,-1.4985,-1.4985,-1.4985,-1.4985,-1.4985,-1.4985,5
-1.39E-06,-2.31E-06,5.91E-06,-4.38E-06,-9.38E-07,-1.84E-05,0.023621,0.023623,0.023617,-0.033874,-0.033873,-0.033855,0.00078492,0.00021599,0.00050777,0.00076914,0.00022864,0.00051799,0.97786,0.97786,0.97784,0.97971,0.97971,0.9797,-0.00623,0.77264,-0.01061,0.014429,-0.094451,-0.15055,-0.0026197,-0.0026001,-0.0026178,-0.0009964,-0.0010034,-0.0010113,-0.63919,9.342,4.9846,-0.61954,4.194,6.0304,-1.4962,-1.4962,-1.4962,-1.495,-1.495,-1.495,5
-4.35E-06,-1.55E-06,-8.89E-06,-3.05E-06,-3.12E-06,2.97E-06,0.014695,0.014697,0.014706,-0.044006,-0.044003,-0.044006,0.00079852,0.00024629,0.00055567,0.00079155,0.00026794,0.00065603,1.4659,1.4659,1.4659,1.4625,1.4625,1.4625,0.0094035,-0.12315,-0.11667,0.011238,-0.20224,-0.11325,-0.0020127,-0.0020042,-0.0020284,0.0023985,0.0023952,0.0023839,-0.53745,2.3005,7.2185,-0.52882,11.642,8.4361,-1.5008,-1.5008,-1.5008,-1.4954,-1.4954,-1.4954,5
-3.61E-06,-3.69E-05,-8.93E-05,6.39E-06,-1.23E-06,-5.68E-05,0.012992,0.013029,0.013118,-0.039983,-0.039982,-0.039925,0.0014103,0.00079024,0.0022376,0.0014225,0.00088973,0.0016386,2.147,2.1469,2.1466,2.1411,2.1411,2.1409,-0.027377,-0.20026,0.32016,-0.0029227,-0.37739,-0.23882,0.00055615,0.00058781,0.00054924,-0.00073467,-0.00072775,-0.00072971,-0.74486,2.8359,6.4966,-0.85093,25.658,3.5384,-1.5007,-1.5007,-1.5006,-1.4983,-1.4983,-1.4982,5
-7.15E-07,-1.44E-05,7.91E-05,-5.79E-06,2.32E-05,7.61E-05,0.011773,0.011787,0.011708,-0.036674,-0.036697,-0.036773,0.0014036,0.00084048,0.002988,0.0014032,0.00086054,0.0019005,2.1497,2.1496,2.1493,2.144,2.1439,2.1436,0.0033886,-0.51721,-0.16537,0.0064934,0.65538,0.76056,0.0021119,0.0021445,0.0020769,-0.0010352,-0.0010423,-0.0011991,-0.82235,6.2969,11.14,-0.79896,15.608,6.048,-1.5012,-1.5012,-1.5012,-1.5,-1.4999,-1.4999,5
-8.97E-06,6.86E-05,0.00049751,5.43E-06,-3.16E-05,-7.15E-05,0.0087876,0.008719,0.0082215,-0.030833,-0.030801,-0.03073,0.0025878,0.0016285,0.0039403,0.0025573,0.0017779,0.0058996,1.8833,1.883,1.8819,1.8782,1.878,1.8771,0.0076947,0.15085,0.97064,-0.026692,-0.44342,-0.70231,-0.012272,-0.012294,-0.012537,-0.0048309,-0.0047799,-0.0049423,-0.63051,2.105,3.6886,-0.61596,4.4036,8.2741,-1.4965,-1.4966,-1.4963,-1.5036,-1.5037,-1.503,5
-1.29E-05,-5.45E-05,0.00012827,9.14E-06,2.78E-05,0.00037867,0.0081104,0.0081649,0.0080366,-0.02803,-0.028058,-0.028437,0.0025803,0.0014206,0.00524,0.0025694,0.0015834,0.0041039,1.8823,1.8822,1.8813,1.8772,1.8772,1.8764,0.0072721,-0.19783,-0.54797,-0.014277,-0.26351,1.2998,-0.01331,-0.013227,-0.012938,-0.0057548,-0.0057517,-0.0063155,-0.65592,0.41054,5.0991,-0.62951,3.2616,8.2293,-1.496,-1.496,-1.496,-1.5031,-1.5032,-1.5034,5
-6.38E-07,5.03E-06,-4.72E-06,-4.14E-06,-2.72E-06,1.14E-06,0.023236,0.023231,0.023236,-0.021187,-0.021184,-0.021185,0.00078782,0.00024713,0.00067094,0.00076555,0.00023372,0.00041068,1.0105,1.0105,1.0104,1.0115,1.0115,1.0115,-0.0029761,1.0148,-0.20465,0.0096803,-0.24997,0.12082,0.00069089,0.00068298,0.00070579,-0.0023716,-0.0023609,-0.0023617,-0.66725,17.058,19.381,-0.60031,4.0048,1.8006,-1.4966,-1.4966,-1.4966,-1.4992,-1.4992,-1.4992,5
-2.02E-06,-5.65E-06,-0.00031052,-4.29E-06,-1.86E-05,-0.00017793,0.0061299,0.0061356,0.0064461,-0.029029,-0.02901,-0.028832,0.0022975,0.001228,0.0043789,0.0022896,0.001265,0.0038765,1.4116,1.4115,1.4104,1.4169,1.4168,1.416,-0.0080145,-0.039096,-1.5585,-0.0096653,-0.10534,0.26895,-0.0062325,-0.0062171,-0.006501,0.0017492,0.0017857,0.0015814,-0.69265,1.3479,7.9235,-0.69454,0.48953,9.4687,-1.5079,-1.5079,-1.5078,-1.4956,-1.4957,-1.4956,5
-1.84E-06,-1.97E-06,1.82E-06,-5.90E-06,2.71E-06,-3.07E-05,0.022838,0.02284,0.022838,-0.020881,-0.020883,-0.020853,0.00077517,0.0002801,0.00046596,0.00077217,0.00026665,0.00065592,1.0108,1.0109,1.0108,1.014,1.014,1.014,0.0072351,-0.69328,0.15589,0.012664,0.30839,-0.40518,0.00096042,0.00097016,0.00095831,-0.0030277,-0.0030358,-0.0030447,-0.60588,15.776,5.4917,-0.61989,5.4184,5.3674,-1.4967,-1.4967,-1.4967,-1.499,-1.499,-1.4989,5
-1.37E-06,1.28E-05,-0.00013242,2.47E-06,3.36E-05,3.77E-05,0.019572,0.019559,0.019692,-0.019134,-0.019168,-0.019206,0.001202,0.00063075,0.001948,0.0012473,0.00071585,0.0019861,1.6026,1.6026,1.6024,1.6014,1.6014,1.6011,0.00020379,0.30202,-0.70247,-0.012976,1.5871,-0.71849,0.00019983,0.00018127,0.0003173,-0.0012368,-0.0012812,-0.0012623,-0.75802,4.6619,10.017,-0.80082,23.906,8.0177,-1.5022,-1.5022,-1.5022,-1.4965,-1.4964,-1.4965,5
5.62E-06,9.86E-06,-0.00078629,3.38E-05,1.76E-05,0.00012124,0.0032268,0.0032169,0.0040032,-0.023313,-0.023331,-0.023452,0.0026031,0.0016544,0.0057858,0.0026344,0.0014622,0.004592,1.8872,1.8871,1.8859,1.8797,1.8797,1.8786,-0.012705,0.26558,-1.0473,-0.028552,-0.11355,1.3925,-0.010101,-0.010105,-0.0096117,-0.0058026,-0.0058024,-0.00566,-0.67842,3.2804,7.5988,-0.62772,3.0726,8.3024,-1.5009,-1.5009,-1.5009,-1.5027,-1.5027,-1.5023,5
